trial,run,stimCat,stimN,oldNew,resp,rt,accEncoded,postChoiceDur,isiDur,conf,confRT,confPresses,rt2,acc,wasRDD,nRDD,rddVal,rddRew,rddAcc,totExp,acc2,Subject
1,1,3,29,3,2,2516,0,0.746927473,0.314225036,4,2.7218669,1,2.5158444,1,1,1,30,0,0,1,1,EMUYFK
2,1,3,26,3,2,2539,0,0.510953467,0.376221294,5,2.1578405,2,2.5389184,1,1,1,20,0,0,1,1,EMUYFK
3,1,1,14,1,2,3107,1,0.494468439,0.35692358,4,2.2173433,1,3.1067082,1,1,1,25,25,1,4,1,EMUYFK
4,1,3,37,3,2,1961,0,0.634387233,0.611803715,5,1.2047084,2,1.9612122,1,1,0,30,10,1,1,1,EMUYFK
5,1,1,42,0,1,1083,1,0.708457009,0.60713908,4,2.8628721,1,1.0825427,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
6,1,3,4,1,2,3108,1,0.538548327,0.744407552,4,2.5009306,1,3.1080612,1,1,1,30,30,1,2,1,EMUYFK
7,1,1,55,0,1,1362,1,0.287169587,0.291159589,4,1.7772728,1,1.3618368,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
8,1,3,36,3,1,1969,1,0.541096545,0.379646367,4,3.5071722,1,1.9688715,0,1,0,20,10,1,1,0,EMUYFK
9,1,1,33,3,1,1393,1,0.39084807,0.396964585,3,3.3693135,2,1.3931356,0,1,1,20,0,0,1,0,EMUYFK
10,1,2,55,0,1,3825,1,0.703358848,0.588567579,5,1.4162923,2,3.8250449,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
11,1,2,42,0,1,3384,1,0.276712834,0.67721217,5,1.9475916,2,3.3836363,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
12,1,1,40,0,1,1768,1,0.550912449,0.522728607,4,0.8335238,1,1.7677877,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
13,1,1,36,3,2,5663,0,0.707646636,0.493795104,2,1.1449584,1,5.6625984,1,1,0,25,10,1,1,1,EMUYFK
14,1,2,12,1,2,2979,1,0.334194343,0.482883496,3,1.7223336,0,2.9789505,1,1,1,30,30,1,4,1,EMUYFK
15,1,1,39,0,1,1142,1,0.36200721,0.727426366,5,1.5184848,2,1.141724,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
16,1,1,37,3,1,3143,1,0.529244362,0.667067735,3,1.0234667,0,3.1430503,0,1,0,30,10,1,1,0,EMUYFK
17,1,2,27,3,2,1887,0,0.424097749,0.348728244,5,1.0484327,2,1.8868148,1,1,0,25,10,1,1,1,EMUYFK
18,1,2,43,0,1,3856,1,0.350458698,0.688626657,3,1.7460685,0,3.8556063,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
19,1,2,28,3,1,5287,1,0.328145476,0.712866023,3,1.5686125,0,5.2871059,0,1,0,25,10,1,1,0,EMUYFK
20,1,1,8,1,2,3326,1,0.275089783,0.505597186,4,1.4130073,1,3.3259446,1,1,0,30,10,1,3,1,EMUYFK
21,1,3,44,0,1,1618,1,0.350094755,0.344938663,4,1.8986506,1,1.6175559,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
22,1,2,2,1,2,2200,1,0.710058003,0.657590793,5,1.3306954,2,2.2003846,1,1,1,20,20,1,2,1,EMUYFK
23,1,2,47,0,1,1953,1,0.413556255,0.319304813,4,1.4026871,1,1.9531739,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
24,1,1,53,0,1,1386,1,0.536124885,0.729012597,5,2.1357378,2,1.3856455,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
25,1,1,11,1,2,1527,1,0.436221695,0.273348235,5,1.3800694,2,1.5265803,1,1,1,20,20,1,4,1,EMUYFK
26,1,1,43,0,1,2875,1,0.613517753,0.309580468,2,2.6986105,1,2.8748726,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
27,1,3,54,0,2,3741,0,0.4374109,0.522888053,2,0.8830225,1,3.7405357,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFK
28,1,2,51,0,1,2127,1,0.436512235,0.578046592,3,1.1718638,0,2.1270739,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
29,1,1,28,3,1,3376,1,0.260534856,0.702296091,4,2.9883198,1,3.3761437,0,1,0,20,10,1,1,0,EMUYFK
30,1,3,32,3,2,2609,0,0.408630963,0.536033369,5,1.472125,2,2.6084137,1,1,0,25,10,1,1,1,EMUYFK
31,1,1,2,1,2,1821,1,0.566137632,0.625493351,3,0.8579776,0,1.8208717,1,1,1,30,30,1,2,1,EMUYFK
32,1,3,11,1,1,6219,0,0.499816824,0.688369006,4,4.5273017,3,6.2187538,0,1,0,25,10,1,4,0,EMUYFK
33,1,2,32,3,1,2800,1,0.643754555,0.398992413,2,2.8684953,1,2.7996981,0,1,0,30,10,1,1,0,EMUYFK
34,1,3,48,0,2,2439,0,0.716703376,0.740847084,3,1.4275281,0,2.4385748,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFK
35,1,3,49,0,1,2465,1,0.649170273,0.379021596,3,2.872957,0,2.465287,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
36,1,2,13,1,2,2895,1,0.496785002,0.32801638,4,1.2793775,1,2.8949355,1,1,1,30,30,1,4,1,EMUYFK
37,1,2,33,3,1,1991,1,0.558005388,0.643327531,4,3.1464286,1,1.9906715,0,1,0,20,10,1,1,0,EMUYFK
38,1,3,12,1,2,1418,1,0.529747685,0.464141198,5,1.7988278,2,1.4176395,1,1,1,20,20,1,4,1,EMUYFK
39,1,3,56,0,1,3807,1,0.324550686,0.328884712,1,1.8438273,2,3.8070721,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
40,1,1,32,3,1,2487,1,0.330491102,0.507704799,3,1.6620279,0,2.4870555,0,1,1,30,0,0,1,0,EMUYFK
41,1,1,17,1,2,1373,1,0.393573873,0.515983835,5,1.4865928,2,1.3727654,1,1,4,10,10,1,15,1,EMUYFK
42,1,2,41,0,1,2983,1,0.440599692,0.527362534,3,1.2163141,0,2.982641,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
43,1,3,50,0,1,3995,1,0.385798794,0.66823673,2,2.5588005,1,3.9952146,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
44,1,3,51,0,2,1791,0,0.48787796,0.551683149,4,1.7529576,1,1.7909031,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFK
45,1,2,24,3,2,4100,0,0.254140814,0.387024054,3,1.6263917,0,4.0998904,1,1,0,25,10,1,1,1,EMUYFK
46,1,2,37,3,2,2696,0,0.49176288,0.267217651,3,0.8927737,0,2.6961047,1,1,1,20,0,0,1,1,EMUYFK
47,1,2,15,1,2,4268,1,0.451430191,0.547222807,5,1.221219,2,4.2680765,1,1,1,30,30,1,4,1,EMUYFK
48,1,1,3,1,2,2631,1,0.375918914,0.278802944,4,1.2565851,1,2.6304112,1,1,1,25,25,1,2,1,EMUYFK
49,1,3,2,1,1,3105,0,0.672004214,0.629931347,1,3.3761049,2,3.1049998,0,1,1,30,30,1,2,0,EMUYFK
50,1,1,5,1,1,2873,0,0.601443,0.734959048,4,2.5830048,1,2.8729332,0,1,0,30,10,1,2,0,EMUYFK
51,1,3,34,3,2,1915,0,0.637353223,0.423709236,5,1.3870156,2,1.9144311,1,1,0,25,10,1,1,1,EMUYFK
52,1,2,3,1,2,2227,1,0.571717541,0.693257479,4,0.8529074,1,2.2272286,1,1,1,20,20,1,2,1,EMUYFK
53,1,2,4,1,2,3711,1,0.671891837,0.631237956,3,2.312927,0,3.7108061,1,1,1,20,20,1,2,1,EMUYFK
54,1,3,6,1,2,3167,1,0.439787218,0.326997846,4,1.9047985,1,3.1673584,1,1,1,25,25,1,3,1,EMUYFK
55,1,2,45,0,1,2509,1,0.358871967,0.306802504,3,1.8255654,0,2.508837,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
56,1,2,18,1,2,4073,1,0.482656032,0.616322511,2,0.8135692,1,4.0728887,1,1,5,10,10,1,15,1,EMUYFK
57,1,3,16,1,2,4021,1,0.688383907,0.402426357,4,1.5119425,1,4.0205238,1,1,4,10,10,1,15,1,EMUYFK
58,1,1,10,1,2,2921,1,0.294714553,0.476475059,4,3.5459543,5,2.9207721,1,1,1,30,30,1,3,1,EMUYFK
59,1,1,31,3,1,1099,1,0.599513651,0.425603779,5,1.7292236,2,1.0984444,0,1,0,30,10,1,1,0,EMUYFK
60,1,1,48,0,1,2208,1,0.294337754,0.573430439,3,0.698164,0,2.2078961,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
61,1,3,5,1,1,5376,0,0.640505251,0.461150836,3,1.8878443,0,5.375768,0,1,0,20,10,1,2,0,EMUYFK
62,1,2,52,0,1,3235,1,0.72399679,0.52492924,4,0.8445598,1,3.2346751,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
63,1,3,38,3,2,1543,0,0.414142966,0.711719909,5,1.6260598,2,1.5426728,1,1,0,30,10,1,1,1,EMUYFK
64,1,2,5,1,2,2102,1,0.668161836,0.648455058,3,1.2524178,0,2.1019447,1,1,0,25,10,1,2,1,EMUYFK
65,1,2,30,3,2,1342,0,0.664033738,0.697256808,4,0.8808569,1,1.3420233,1,1,0,30,10,1,1,1,EMUYFK
66,1,3,55,0,1,2399,1,0.469352924,0.276751744,5,1.1390193,2,2.3984071,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
67,1,1,50,0,1,2647,1,0.368003759,0.544794172,2,1.9043765,1,2.647298,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
68,1,2,48,0,1,2566,1,0.686505649,0.404362257,2,0.8819456,1,2.565638,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
69,1,1,13,1,2,2453,1,0.580700939,0.693063864,4,1.2600808,1,2.4527825,1,1,1,25,25,1,4,1,EMUYFK
70,1,3,18,1,2,2382,1,0.742924108,0.537111721,5,1.2814282,2,2.3821122,1,1,5,10,10,1,15,1,EMUYFK
71,1,1,46,0,1,1997,1,0.316105605,0.485823201,4,2.1162715,1,1.9965761,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFK
72,1,1,38,3,2,4001,0,0.601319247,0.444046656,2,2.423043,1,4.0011501,1,1,0,25,10,1,1,1,EMUYFK
73,1,3,13,1,2,2394,1,0.284792661,0.368662938,4,3.2920134,3,2.3936314,1,1,1,25,25,1,4,1,EMUYFK
74,1,2,16,1,1,3963,0,0.420660499,0.315442387,3,2.4840615,0,3.9631422,0,1,6,10,10,1,15,0,EMUYFK
75,1,3,42,0,2,4401,0,0.425709167,0.503538095,3,0.6705118,0,4.4006599,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFK
1,1,3,4,1,2,1653,1,0.268247472,0.650911869,4,NaN,1,1.6526402,1,1,0,20,0,0,2,1,EMUYFM
2,1,2,17,1,2,1649,1,0.426520732,0.584619288,5,NaN,2,1.6484095,1,1,8,10,10,1,15,1,EMUYFM
3,1,3,53,0,1,1483,1,0.742562495,0.54470655,1,NaN,2,1.4826586,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
4,1,2,55,0,1,3298,1,0.583535886,0.639902012,1,1.7420102,2,3.2976265,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
5,1,3,35,3,2,1719,0,0.307393598,0.366478524,4,1.5594032,1,1.7176464,1,1,0,25,10,1,1,1,EMUYFM
6,1,2,53,0,1,2480,1,0.690625418,0.682632024,2,0.876174,1,2.4801674,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
7,1,2,9,1,2,2270,1,0.681200489,0.594664733,3,2.6235583,2,2.2698631,1,1,0,20,10,1,3,1,EMUYFM
8,1,1,47,0,1,1017,1,0.413967835,0.332206827,1,2.0574055,2,1.0165995,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
9,1,3,66,0,1,1092,1,0.327712272,0.383232433,1,1.2793243,2,1.092131,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
10,1,1,46,0,1,1394,1,0.482199172,0.284562569,1,1.2129623,2,1.3937832,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
11,1,3,30,3,1,1740,1,0.72627876,0.492465583,2,1.1289808,1,1.7403495,0,1,0,30,10,1,1,0,EMUYFM
12,1,3,1,1,2,1800,1,0.377194529,0.517207257,3,1.126206,0,1.8001826,1,1,0,30,10,1,2,1,EMUYFM
13,1,1,17,1,2,1798,1,0.332895673,0.461960359,4,2.0347261,1,1.7981546,1,1,10,10,10,1,15,1,EMUYFM
14,1,2,12,1,1,2297,0,0.406340474,0.46680684,2,1.6974732,1,2.2973761,0,1,1,25,25,1,4,0,EMUYFM
15,1,1,32,3,2,3452,0,0.56185076,0.62804539,4,1.0473788,1,3.4518403,1,1,0,25,10,1,1,1,EMUYFM
16,1,3,44,0,1,1073,1,0.383119314,0.740978535,1,1.9284896,2,1.0733047,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
17,1,2,41,0,1,1395,1,0.612148023,0.447792963,1,0.7712568,2,1.3949925,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
18,1,1,50,0,1,1445,1,0.311918824,0.701747652,1,1.007955,2,1.444423,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
19,1,2,18,1,2,1221,1,0.334506603,0.522647558,4,1.2344649,1,1.2212443,1,1,10,10,10,1,15,1,EMUYFM
20,1,3,11,1,2,1973,1,0.728974783,0.364021829,4,1.5429432,1,1.9730951,1,1,0,20,10,1,4,1,EMUYFM
21,1,2,54,0,1,1681,1,0.633087666,0.690703876,2,0.814812,1,1.681362,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
22,1,1,54,0,1,1065,1,0.686498988,0.33188406,1,1.249237,2,1.0651637,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
23,1,1,24,3,2,3530,0,0.420795945,0.348903338,3,1.2113012,0,3.5299491,1,1,0,30,10,1,1,1,EMUYFM
24,1,1,40,0,1,777,1,0.486788582,0.632010702,2,1.4086428,1,0.7764216,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
25,1,2,31,3,1,1614,1,0.440389782,0.278267268,2,0.9838143,1,1.6140558,0,1,0,20,10,1,1,0,EMUYFM
26,1,1,36,3,1,1556,1,0.699354583,0.571907865,1,1.3005219,2,1.5559581,0,1,0,25,10,1,1,0,EMUYFM
27,1,3,24,3,1,1132,1,0.704591704,0.468023743,2,0.9670739,1,1.131942,0,1,0,30,10,1,1,0,EMUYFM
28,1,3,6,1,2,2085,1,0.675180177,0.596103328,3,0.7484761,0,2.0851305,1,1,0,20,10,1,3,1,EMUYFM
29,1,1,30,3,1,983,1,0.436751333,0.34936513,2,1.0110751,1,0.9827312,0,1,0,20,10,1,1,0,EMUYFM
30,1,2,48,0,1,1588,1,0.489805115,0.355172493,2,0.9977443,1,1.5883686,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
31,1,2,3,1,2,2924,1,0.420258234,0.653151468,3,0.9238002,0,2.9242128,1,1,0,30,10,1,2,1,EMUYFM
32,1,2,44,0,1,827,1,0.52407627,0.414864116,3,0.2036528,0,0.8270119,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
33,1,3,17,1,2,2983,1,0.315836357,0.705316055,4,1.6998903,1,2.9830314,1,1,9,10,10,1,15,1,EMUYFM
34,1,2,29,3,1,895,1,0.502420526,0.642674259,2,1.1547469,1,0.8947504,0,1,0,20,10,1,1,0,EMUYFM
35,1,2,11,1,2,2371,1,0.343157156,0.57980395,3,0.9364316,0,2.3708766,1,1,0,25,10,1,4,1,EMUYFM
36,1,2,34,3,1,906,1,0.344383382,0.740674024,1,1.2632281,2,0.9057933,0,1,0,25,10,1,1,0,EMUYFM
37,1,3,41,0,1,1694,1,0.303775016,0.451298038,2,0.9211916,1,1.6939719,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
38,1,2,16,1,2,1561,1,0.629483406,0.51256307,3,0.2677882,0,1.5611263,1,1,10,10,10,1,15,1,EMUYFM
39,1,1,13,1,2,2230,1,0.288500972,0.389661385,3,1.0556939,0,2.2302369,1,1,0,25,10,1,4,1,EMUYFM
40,1,1,48,0,1,1228,1,0.542659883,0.567779445,2,1.4330298,1,1.2275462,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
41,1,3,31,3,2,1111,0,0.677349194,0.672825011,4,2.1869603,1,1.1112978,1,1,0,20,0,0,1,1,EMUYFM
42,1,3,28,3,1,1084,1,0.364713618,0.422908816,2,1.4272497,1,1.0838829,0,1,0,25,10,1,1,0,EMUYFM
43,1,3,9,1,1,1459,0,0.590822498,0.44862629,3,1.0570656,0,1.4586479,0,1,0,20,10,1,3,0,EMUYFM
44,1,2,35,3,1,2977,1,0.466854254,0.481226603,2,1.4689052,1,2.9772215,0,1,0,20,10,1,1,0,EMUYFM
45,1,1,28,3,2,1811,0,0.504547845,0.309822606,3,0.4709687,0,1.8108306,1,1,0,25,10,1,1,1,EMUYFM
46,1,1,3,1,1,819,0,0.458230165,0.454903542,2,2.5650727,1,0.8192164,0,1,0,20,10,1,2,0,EMUYFM
47,1,2,4,1,2,1007,1,0.587203083,0.733728877,4,2.1737587,1,1.0070997,1,1,0,20,10,1,2,1,EMUYFM
48,1,3,45,0,2,1370,0,0.458307274,0.655340072,3,0.55675,0,1.3697551,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFM
49,1,3,48,0,1,1245,1,0.26464653,0.540089002,1,1.1189991,2,1.2445502,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
50,1,3,25,3,1,1476,1,0.440457622,0.644376371,1,1.3752824,2,1.4762162,0,1,0,25,10,1,1,0,EMUYFM
51,1,3,54,0,1,1763,1,0.571293256,0.720434622,2,0.8362763,1,1.7630504,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
52,1,2,49,0,2,1625,0,0.678118819,0.64496891,3,0.7938953,0,1.6251002,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFM
53,1,1,15,1,2,1259,1,0.414983574,0.663815103,3,0.049188,0,1.2586509,1,1,1,30,30,1,4,1,EMUYFM
54,1,3,33,3,2,3636,0,0.548892148,0.537232941,2,1.0189601,1,3.6360127,1,1,0,20,10,1,1,1,EMUYFM
55,1,3,5,1,1,1233,0,0.707092717,0.591541603,1,4.2209691,2,1.2327925,0,1,0,25,10,1,2,0,EMUYFM
56,1,2,38,3,1,1379,1,0.384595542,0.711391595,2,1.1190328,1,1.3791145,0,1,0,25,10,1,1,0,EMUYFM
57,1,2,36,3,1,1937,1,0.541949466,0.728832068,1,1.1948338,2,1.9366336,0,1,0,25,10,1,1,0,EMUYFM
58,1,1,45,0,1,962,1,0.410921231,0.261665817,2,1.3021751,1,0.9621408,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
59,1,3,16,1,2,1998,1,0.502587921,0.257119714,3,2.9139724,2,1.9983287,1,1,10,10,10,1,15,1,EMUYFM
60,1,1,9,1,1,1355,0,0.391452175,0.642489536,2,1.2803844,1,1.3547986,0,1,0,20,10,1,3,0,EMUYFM
61,1,2,47,0,1,1405,1,0.514446263,0.342647433,2,0.9253073,1,1.4047957,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
62,1,1,55,0,1,875,1,0.385393259,0.360560967,2,0.815302,1,0.875144,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
63,1,2,2,1,2,5157,1,0.251385515,0.50531987,3,1.0006338,0,5.1565871,1,1,0,20,10,1,2,1,EMUYFM
64,1,1,37,3,1,1203,1,0.612476219,0.462901381,2,1.0989263,1,1.2025761,0,1,0,20,10,1,1,0,EMUYFM
65,1,1,34,3,2,1698,0,0.430349012,0.548672608,3,0.7854671,0,1.6974256,1,1,0,20,10,1,1,1,EMUYFM
66,1,1,44,0,1,692,1,0.519602644,0.479279037,1,1.0486737,2,0.6918824,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
67,1,3,56,0,1,1188,1,0.655737529,0.306953427,2,1.2157787,1,1.18832,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
68,1,3,39,0,1,1041,1,0.625952439,0.650286321,2,1.045482,1,1.040493,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
69,1,2,45,0,1,1625,1,0.588647616,0.356709033,2,0.8989022,1,1.6247343,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
70,1,1,6,1,2,2030,1,0.705259684,0.320635725,3,0.4702293,0,2.0297629,1,1,0,25,10,1,3,1,EMUYFM
71,1,1,11,1,2,1856,1,0.487592576,0.521717967,3,0.8965235,0,1.8560647,1,1,0,30,10,1,4,1,EMUYFM
72,1,2,37,3,1,1712,1,0.630781177,0.585569898,2,0.7532302,1,1.7118031,0,1,0,20,10,1,1,0,EMUYFM
73,1,1,2,1,2,2282,1,0.257132007,0.281965891,3,0.3736387,0,2.2822133,1,1,0,30,10,1,2,1,EMUYFM
74,1,3,12,1,1,851,0,0.627347606,0.510012694,2,0.8125355,1,0.8507321,0,1,1,30,30,1,4,0,EMUYFM
75,1,1,7,1,1,805,0,0.324883283,0.708678018,1,1.4506383,2,0.8049442,0,1,0,30,10,1,3,0,EMUYFM
1,2,2,24,3,1,3652,1,0.45326354,0.368113405,1,1.7099981,2,3.6516652,0,1,0,30,10,1,1,0,EMUYFM
2,2,2,10,1,2,1340,1,0.390896793,0.675757177,3,0.7849335,0,1.3375918,1,1,0,20,10,1,3,1,EMUYFM
3,2,2,33,3,1,1202,1,0.346106572,0.362828975,2,0.8777266,1,1.2017968,0,1,0,30,10,1,1,0,EMUYFM
4,2,3,15,1,1,1034,0,0.501771538,0.414111621,1,0.9461396,2,1.0339466,0,1,0,30,10,1,4,0,EMUYFM
5,2,3,26,3,1,2012,1,0.373089921,0.335626369,2,1.1557199,1,2.0115067,0,1,1,30,0,0,1,0,EMUYFM
6,2,2,13,1,2,1670,1,0.351535923,0.610876409,3,0.7526083,0,1.6699386,1,1,0,20,10,1,4,1,EMUYFM
7,2,2,7,1,2,2363,1,0.513231863,0.507155806,3,0.5826473,0,2.3626639,1,1,0,25,10,1,3,1,EMUYFM
8,2,2,25,3,1,2185,1,0.28329476,0.444962952,2,0.7966397,1,2.1853705,0,1,0,25,10,1,1,0,EMUYFM
9,2,1,10,1,2,1730,1,0.741104283,0.616134041,4,1.5629704,1,1.7295856,1,1,0,30,10,1,3,1,EMUYFM
10,2,2,28,3,1,2547,1,0.649671461,0.354369236,2,1.5992097,1,2.5473499,0,1,0,30,10,1,1,0,EMUYFM
11,2,2,39,0,1,1256,1,0.661748211,0.639154301,1,1.0353639,2,1.2555208,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
12,2,3,37,3,1,1248,1,0.642752508,0.532786374,2,1.0048129,1,1.2479049,0,1,0,25,10,1,1,0,EMUYFM
13,2,3,10,1,2,1157,1,0.414880043,0.370735046,5,1.9129339,2,1.1571492,1,1,0,30,10,1,3,1,EMUYFM
14,2,2,15,1,2,1180,1,0.61073795,0.494403845,5,1.6545444,2,1.1797256,1,1,1,20,20,1,4,1,EMUYFM
15,2,3,51,0,2,3226,0,0.692502101,0.632995435,3,0.9795963,0,3.2258974,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFM
16,2,2,5,1,1,1119,0,0.670323143,0.290528643,2,0.9135309,1,1.119246,0,1,0,25,10,1,2,0,EMUYFM
17,2,3,50,0,1,1361,1,0.36556521,0.596843999,1,1.369993,3,1.3612101,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
18,2,1,18,1,2,1241,1,0.329259779,0.424179275,5,2.0943233,2,1.2411494,1,1,10,10,10,1,15,1,EMUYFM
19,2,1,12,1,2,1217,1,0.353504575,0.406475737,3,0.3758617,0,1.2167807,1,1,0,30,10,1,4,1,EMUYFM
20,2,3,55,0,1,2455,1,0.639441841,0.42378511,2,1.6882708,1,2.4548612,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
21,2,2,8,1,1,1558,0,0.564486213,0.70311388,3,0.1473726,0,1.5576992,0,1,0,25,10,1,3,0,EMUYFM
22,2,1,56,0,1,1435,1,0.340538228,0.695101801,1,0.7793925,2,1.4345132,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
23,2,3,14,1,1,3157,0,0.434322985,0.364200667,3,0.5176744,0,3.1565163,0,1,0,20,10,1,4,0,EMUYFM
24,2,2,50,0,2,1057,0,0.565679893,0.735147316,4,1.4906002,1,1.0566284,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFM
25,2,3,13,1,2,1336,1,0.542818442,0.62934839,5,1.3292102,2,1.3361249,1,1,1,20,20,1,4,1,EMUYFM
26,2,3,52,0,1,1019,1,0.301734123,0.414130207,3,0.7545636,0,1.018937,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
27,2,1,43,0,1,1161,1,0.673383352,0.547898072,2,2.5104396,1,1.160759,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
28,2,2,51,0,1,1731,1,0.462270933,0.497911824,2,1.1691316,1,1.7310301,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
29,2,3,34,3,2,2713,0,0.438838709,0.619712401,3,0.6013851,0,2.7127072,1,1,0,20,10,1,1,1,EMUYFM
30,2,3,38,3,1,1439,1,0.432842503,0.314504398,1,1.0163112,2,1.4385041,0,1,0,30,10,1,1,0,EMUYFM
31,2,1,29,3,1,2369,1,0.731020607,0.721694107,2,1.860433,3,2.3684094,0,1,0,20,10,1,1,0,EMUYFM
32,2,3,40,0,2,1402,0,0.412115231,0.414787338,3,0.7485352,0,1.401476,0,0,NaN,NaN,NaN,NaN,NaN,0,EMUYFM
33,2,1,35,3,1,1283,1,0.734623319,0.400024323,3,1.4494835,0,1.283296,0,1,0,30,10,1,1,0,EMUYFM
34,2,1,1,1,1,1418,0,0.308169156,0.465422731,1,3.0036086,2,1.4179954,0,1,0,30,10,1,2,0,EMUYFM
35,2,1,8,1,2,1671,1,0.459617164,0.251000372,3,0.9242767,0,1.6705757,1,1,0,25,10,1,3,1,EMUYFM
36,2,2,1,1,1,1382,0,0.263205866,0.522572264,3,1.1846307,0,1.3823059,0,1,0,30,10,1,2,0,EMUYFM
37,2,1,38,3,1,1643,1,0.392207917,0.590630357,3,0.7194076,0,1.6426019,0,1,0,30,10,1,1,0,EMUYFM
38,2,2,32,3,1,1328,1,0.649968622,0.449182274,2,3.3819842,1,1.3276662,0,1,0,25,10,1,1,0,EMUYFM
39,2,2,6,1,2,949,1,0.478098106,0.667480397,5,1.4337581,2,0.9493288,1,1,0,30,10,1,3,1,EMUYFM
40,2,1,51,0,1,904,1,0.453957217,0.506389538,1,1.3626027,2,0.9040905,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
41,2,1,41,0,1,2743,1,0.278016728,0.258650662,1,1.0102902,2,2.7430606,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
42,2,3,32,3,1,1659,1,0.486454752,0.370731506,2,0.9213437,1,1.6589528,0,1,0,20,10,1,1,0,EMUYFM
43,2,2,30,3,2,1521,0,0.608105397,0.389990029,2,1.2240208,1,1.5206333,1,1,0,20,10,1,1,1,EMUYFM
44,2,1,49,0,1,1047,1,0.428032823,0.268488999,1,1.0837724,2,1.0472643,1,0,NaN,NaN,NaN,NaN,NaN,1,EMUYFM
45,2,3,18,1,2,1338,1,0.731136774,0.388594415,2,1.1406048,1,1.3375369,1,1,8,10,10,1,15,1,EMUYFM
