trial,run,stimCat,stimN,oldNew,resp,rt,accEncoded,postChoiceDur,isiDur,conf,confRT,confPresses,rt2,acc,wasRDD,nRDD,rddVal,rddRew,rddAcc,totExp,acc2,Subject
54,1,3,24,3,2,2452,0,0.63097247,0.677693786,5,3.1222664,2,2.4478753,1,1,0,25,10,1,1,1,PAV069
55,1,1,55,0,1,1016,1,0.404000563,0.370225296,5,5.2064358,2,1.0135834,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
56,1,2,53,0,2,1021,0,0.487189292,0.527671218,1,5.3603342,2,1.0197697,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV069
57,1,1,15,1,2,1380,1,0.373228257,0.300912247,5,1.7197405,2,1.3699453,1,1,1,30,30,1,4,1,PAV069
58,1,3,8,1,2,1139,1,0.354161689,0.559324249,5,2.2688924,2,1.1371243,1,1,0,20,10,1,3,1,PAV069
59,1,2,6,1,1,2107,0,0.63098378,0.731864486,5,1.7686208,2,2.1050338,0,1,1,20,20,1,3,0,PAV069
60,1,2,43,0,1,1100,1,0.413713049,0.269883862,5,2.3394808,3,1.098235,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
61,1,1,14,1,2,900,1,0.672089952,0.507719844,3,0.4854734,0,0.8984826,1,1,1,20,20,1,4,1,PAV069
62,1,2,14,1,1,2932,0,0.658764819,0.51998812,5,2.1345893,2,2.9282535,0,1,1,20,20,1,4,0,PAV069
63,1,1,17,1,2,1281,1,0.557858798,0.388770506,5,1.9610292,2,1.2749412,1,1,6,10,10,1,15,1,PAV069
64,1,2,25,3,1,938,1,0.303086976,0.401645734,5,1.7764366,2,0.9321178,0,1,0,30,10,1,1,0,PAV069
65,1,3,50,0,1,1042,1,0.631849543,0.500801594,5,1.6861949,2,1.0401384,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
66,1,3,46,0,2,1625,0,0.350530763,0.357394066,5,2.0046153,2,1.6104486,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV069
67,1,3,34,3,2,1671,0,0.359309555,0.486696316,5,1.7347325,2,1.6694977,1,1,0,20,10,1,1,1,PAV069
68,1,3,32,3,2,1554,0,0.722404159,0.475606684,5,1.3580674,2,1.5516727,1,1,0,20,10,1,1,1,PAV069
69,1,3,42,0,1,756,1,0.361319504,0.303412384,5,1.8439595,2,0.7535912,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
70,1,3,26,3,2,1816,0,0.576740491,0.711813436,3,1.0595921,0,1.8148169,1,1,0,25,10,1,1,1,PAV069
71,1,1,54,0,1,1324,1,0.499448871,0.668018767,5,2.4349485,2,1.3150337,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
72,1,2,50,0,1,2498,1,0.311573381,0.472837226,5,2.310173,2,2.49519,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
73,1,3,45,0,2,1068,0,0.526900273,0.529153701,5,1.7692705,2,1.0664949,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV069
74,1,2,54,0,1,887,1,0.702448818,0.25488741,5,1.6435788,2,0.8845451,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
75,1,1,36,3,1,794,1,0.490910259,0.488784936,1,6.6026718,4,0.7885452,0,1,0,25,10,1,1,0,PAV069
1,2,3,48,0,1,1222,1,0.424979573,0.736982124,5,3.1930417,2,1.2187763,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
2,2,3,18,1,2,1188,1,0.673360065,0.533790398,5,1.5808514,2,1.1853476,1,1,7,10,10,1,15,1,PAV069
3,2,1,25,3,1,1134,1,0.732161097,0.410548456,5,2.0670066,2,1.1253197,0,1,0,25,10,1,1,0,PAV069
4,2,2,16,1,1,1342,0,0.669618606,0.581371046,5,1.8511593,2,1.3402041,0,1,8,10,10,1,15,0,PAV069
5,2,2,48,0,1,984,1,0.341087075,0.275124555,5,1.3798325,2,0.9805405,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
6,2,1,35,3,1,864,1,0.744125844,0.460584451,5,1.1903363,2,0.8630463,0,1,0,20,10,1,1,0,PAV069
7,2,2,12,1,2,1201,1,0.466824396,0.262363185,5,1.5672905,2,1.1943298,1,1,1,25,25,1,4,1,PAV069
8,2,2,17,1,1,1601,0,0.308172215,0.574049876,5,2.2743008,2,1.5932235,0,1,7,10,10,1,15,0,PAV069
9,2,2,8,1,2,2351,1,0.304322563,0.467854074,5,3.3831421,2,2.3497222,1,1,0,30,10,1,3,1,PAV069
10,2,1,16,1,2,1436,1,0.496848427,0.485585229,5,1.5007342,2,1.4290942,1,1,8,10,10,1,15,1,PAV069
11,2,2,18,1,2,1036,1,0.432986462,0.682045093,5,1.8147333,2,1.0343325,1,1,9,10,10,1,15,1,PAV069
12,2,3,15,1,2,1848,1,0.533976536,0.321745234,3,2.0031381,0,1.8438535,1,1,0,30,10,1,4,1,PAV069
13,2,3,31,3,1,919,1,0.521779239,0.467599718,5,3.4016037,2,0.9078057,0,1,0,25,10,1,1,0,PAV069
14,2,2,32,3,2,1075,0,0.685448961,0.735134066,5,2.5603619,2,1.0728193,1,1,0,20,10,1,1,1,PAV069
15,2,3,13,1,2,1806,1,0.477667364,0.675254301,5,3.9250993,2,1.8044423,1,1,1,30,30,1,4,1,PAV069
16,2,2,29,3,1,1085,1,0.707792123,0.390735504,5,1.7443315,2,1.0832837,0,1,0,20,10,1,1,0,PAV069
17,2,1,47,0,1,1294,1,0.660373073,0.504704494,5,1.5278536,2,1.291564,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
18,2,1,26,3,1,1088,1,0.356610841,0.267120049,5,1.452591,2,1.0789348,0,1,0,20,10,1,1,0,PAV069
19,2,3,9,1,2,1023,1,0.466683844,0.367889449,1,2.0362024,2,1.0123483,1,1,1,30,30,1,3,1,PAV069
20,2,3,7,1,2,1207,1,0.484057334,0.521061066,5,2.0699823,2,1.2032399,1,1,1,30,30,1,3,1,PAV069
21,2,3,27,3,2,951,0,0.279269205,0.627701628,5,1.5363693,2,0.9468692,1,1,1,25,0,0,1,1,PAV069
22,2,1,30,3,2,1021,0,0.441136196,0.411114299,5,1.36188,2,1.0195754,1,1,0,25,10,1,1,1,PAV069
23,2,2,38,3,1,757,1,0.570392612,0.740544143,5,1.7210123,2,0.7495652,0,1,0,25,10,1,1,0,PAV069
24,2,2,46,0,1,935,1,0.367304207,0.327458363,3,2.2256226,2,0.9329988,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
25,2,1,13,1,2,1021,1,0.332959503,0.550757112,5,1.6504087,2,1.0189508,1,1,0,20,10,1,4,1,PAV069
26,2,2,4,1,1,1565,0,0.672076537,0.466137234,1,5.2540419,6,1.5571572,0,1,0,25,10,1,2,0,PAV069
27,2,2,2,1,1,1442,0,0.622563758,0.514060215,5,1.3368579,2,1.4409901,0,1,0,30,10,1,2,0,PAV069
28,2,1,44,0,1,1441,1,0.722883054,0.495426385,3,1.287355,0,1.4389559,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
29,2,2,36,3,2,901,0,0.745040105,0.280281883,5,1.5799509,2,0.8992364,1,1,0,20,10,1,1,1,PAV069
30,2,3,40,0,1,2730,1,0.25980053,0.383466291,5,2.2239519,2,2.7289049,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
31,2,2,55,0,1,735,1,0.376168445,0.552881654,5,1.5923468,2,0.7337638,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
32,2,2,51,0,1,1318,1,0.447646481,0.62208191,5,1.6384613,2,1.3163331,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
33,2,1,49,0,1,829,1,0.325699171,0.555872236,5,1.3275356,2,0.8275541,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
34,2,1,34,3,2,1206,0,0.634966114,0.720026024,3,0.4323471,0,1.2042709,1,1,0,30,10,1,1,1,PAV069
35,2,3,11,1,1,1261,0,0.333702987,0.587312806,5,3.3440089,4,1.2589208,0,1,0,25,10,1,4,0,PAV069
36,2,1,7,1,2,1019,1,0.645589109,0.323005207,5,2.8843032,2,1.0175136,1,1,0,25,10,1,3,1,PAV069
37,2,3,14,1,1,1605,0,0.397106776,0.252861359,5,2.3539234,2,1.6012345,0,1,0,25,10,1,4,0,PAV069
38,2,1,3,1,2,1518,1,0.376897865,0.562463781,5,2.2421646,3,1.5091068,1,1,0,20,10,1,2,1,PAV069
39,2,3,29,3,1,1414,1,0.2521898,0.44585546,5,1.8839313,2,1.4112142,0,1,0,30,10,1,1,0,PAV069
40,2,3,54,0,2,1037,0,0.449709982,0.352232286,5,1.6339831,2,1.0294594,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV069
41,2,3,56,0,1,766,1,0.391400007,0.699616924,5,1.4923428,2,0.760792,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
42,2,1,40,0,1,1206,1,0.726530606,0.51583558,3,0.9354333,0,1.2038094,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
43,2,2,34,3,1,1461,1,0.708029066,0.507295526,3,1.1498844,0,1.4518846,0,1,0,25,10,1,1,0,PAV069
44,2,2,1,1,1,1154,0,0.684133734,0.566427332,3,0.3088978,0,1.1522456,0,1,0,25,10,1,2,0,PAV069
45,2,1,10,1,2,805,1,0.287231734,0.324438402,5,2.2089093,2,0.7959495,1,1,1,25,25,1,3,1,PAV069
46,2,2,40,0,1,1061,1,0.720983497,0.39179098,3,2.3651874,2,1.0598345,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
47,2,2,42,0,1,1300,1,0.71341983,0.494666265,3,1.8435214,2,1.2907663,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
48,2,1,38,3,1,1399,1,0.510977826,0.295825903,5,1.2564929,2,1.3968352,0,1,0,25,10,1,1,0,PAV069
49,2,2,44,0,1,749,1,0.428855371,0.26719092,5,1.5350536,2,0.7476159,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
50,2,3,52,0,1,746,1,0.571568234,0.271075342,5,3.8683524,2,0.7441382,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
51,2,3,28,3,2,1782,0,0.613888171,0.692882709,5,1.3200753,2,1.7795886,1,1,0,30,10,1,1,1,PAV069
52,2,1,6,1,2,1463,1,0.330513036,0.590583643,3,0.0989999,0,1.4561858,1,1,0,25,10,1,3,1,PAV069
53,2,1,4,1,1,1087,0,0.538991533,0.462467703,5,2.7008914,2,1.0847875,0,1,0,30,10,1,2,0,PAV069
54,2,1,8,1,2,1033,1,0.427904724,0.586909641,5,1.4548324,2,1.0222209,1,1,0,20,10,1,3,1,PAV069
55,2,1,53,0,1,1008,1,0.540334431,0.695473895,5,1.7000389,2,1.007055,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
56,2,1,1,1,1,1643,0,0.633604795,0.702488001,1,2.7324829,4,1.6399779,0,1,1,20,20,1,2,0,PAV069
57,2,1,29,3,1,1418,1,0.615509949,0.632640592,3,0.068024,0,1.4159662,0,1,0,20,10,1,1,0,PAV069
58,2,3,53,0,1,858,1,0.735603936,0.583409639,5,2.2906151,2,0.8546762,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
59,2,2,27,3,2,1236,0,0.443413388,0.324578735,3,0.0209566,0,1.234817,1,1,0,30,10,1,1,1,PAV069
60,2,3,44,0,1,816,1,0.748207555,0.275423736,5,1.6205857,2,0.8140785,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
61,2,3,30,3,1,2296,1,0.63857173,0.497999062,5,1.5611574,2,2.2949499,0,1,0,20,10,1,1,0,PAV069
62,2,1,51,0,1,1907,1,0.398914757,0.674389196,3,0.9616225,0,1.9039459,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
63,2,1,45,0,1,913,1,0.657337502,0.502170617,3,0.6958606,0,0.9116031,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
64,2,2,28,3,1,1118,1,0.4770599,0.386795015,3,2.6372353,2,1.1145354,0,1,0,25,10,1,1,0,PAV069
65,2,2,39,0,2,1538,0,0.741840171,0.603626461,5,1.7218368,2,1.52979,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV069
66,2,3,37,3,1,1148,1,0.398153838,0.413908278,3,1.5347497,0,1.1460391,0,1,0,30,10,1,1,0,PAV069
67,2,2,56,0,1,1175,1,0.627134911,0.40257078,3,0.5130996,0,1.1709637,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
68,2,3,16,1,1,1207,0,0.627555423,0.474654818,3,1.1795774,0,1.2037521,0,1,9,10,10,1,15,0,PAV069
69,2,2,31,3,1,738,1,0.578843597,0.681891154,5,1.4879579,2,0.736392,0,1,0,20,10,1,1,0,PAV069
70,2,1,46,0,1,1563,1,0.628633576,0.576737883,5,1.5679727,2,1.5609847,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
71,2,3,38,3,2,1369,0,0.471291214,0.511699357,5,1.4347689,2,1.3593878,1,1,0,30,10,1,1,1,PAV069
72,2,3,49,0,1,1402,1,0.520637935,0.577672597,5,1.7552869,2,1.400513,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
73,2,1,28,3,1,1590,1,0.500256535,0.510758341,5,1.3778885,2,1.5803469,0,1,0,20,10,1,1,0,PAV069
74,2,1,50,0,1,1062,1,0.679376261,0.629944503,5,1.6143412,2,1.059963,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV069
75,2,3,4,1,2,1182,1,0.252000363,0.356177307,3,2.2857903,2,1.1786594,1,1,1,25,25,1,2,1,PAV069
76,2,3,51,0,2,2305,0,0.474618158,0.570052171,3,0.7668254,0,2.2972172,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV069
77,2,3,35,3,2,1967,0,0.54618222,0.455163459,3,1.3756293,0,1.957929,1,1,1,20,0,0,1,1,PAV069
78,2,2,13,1,1,990,0,0.429612963,0.459115688,5,3.8359481,2,0.9879213,0,1,0,30,10,1,4,0,PAV069
1,1,1,38,3,2,1512,0,0.458153749,0.593878655,4,NaN,1,1.4911403,1,1,0,25,10,1,1,1,PAV070
2,1,1,10,1,2,2453,1,0.558188189,0.743722963,4,1.9864174,1,2.4477178,1,1,1,30,30,1,3,1,PAV070
3,1,1,34,3,2,1462,0,0.510562115,0.574186455,4,2.358002,1,1.4583621,1,1,0,20,10,1,1,1,PAV070
4,1,1,17,1,2,963,1,0.328995817,0.423418691,3,0.7896854,0,0.960545,1,1,7,10,10,1,15,1,PAV070
5,1,2,34,3,0,NaN,0,0.565509892,0.480161756,NaN,NaN,NaN,NaN,0,1,1,30,0,0,1,0,PAV070
6,1,3,50,0,1,1738,1,0.734578536,0.515187561,3,2.9942254,0,1.7304377,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
7,1,3,54,0,1,2130,1,0.691722412,0.605199642,3,0.7953661,0,2.1269995,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
8,1,1,41,0,2,3167,0,0.409070698,0.414303844,3,3.018459,0,3.1626472,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
9,1,2,44,0,1,2307,1,0.745655671,0.458017192,3,0.0643675,0,2.3056497,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
10,1,3,10,1,1,3671,0,0.358332259,0.661237942,3,0.9017516,0,3.6643904,0,1,0,25,10,1,3,0,PAV070
11,1,3,42,0,1,1978,1,0.337371167,0.27188028,3,1.4648655,0,1.9763608,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
12,1,1,51,0,0,NaN,0,0.413563532,0.282954446,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
13,1,2,48,0,1,3385,1,0.619903176,0.519985047,3,NaN,0,3.3836303,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
14,1,3,44,0,1,2003,1,0.488918833,0.573244151,3,2.5312966,0,1.9956107,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
15,1,3,4,1,1,1979,0,0.631463153,0.264835848,3,1.2309533,0,1.9751956,0,1,0,20,10,1,2,0,PAV070
16,1,1,48,0,1,3044,1,0.665512045,0.524067193,4,3.1138049,1,3.0360507,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
17,1,1,14,1,2,1455,1,0.63597652,0.586134746,3,0.6252949,0,1.4524891,1,1,1,20,20,1,4,1,PAV070
18,1,3,47,0,1,2365,1,0.453662668,0.422172987,5,2.0310993,2,2.3541738,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
19,1,2,26,3,1,1358,1,0.545384663,0.585858795,3,1.5424339,0,1.3554463,0,1,0,20,10,1,1,0,PAV070
20,1,2,36,3,1,2669,1,0.402028827,0.55317261,3,0.8806471,0,2.667474,0,1,0,20,10,1,1,0,PAV070
21,1,3,52,0,1,2259,1,0.252611134,0.450432044,3,0.7497885,0,2.2570019,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
22,1,3,12,1,2,1639,1,0.597163133,0.684348389,3,0.1352715,0,1.636819,1,1,1,20,20,1,4,1,PAV070
23,1,1,28,3,0,NaN,0,0.329299174,0.432797372,NaN,NaN,NaN,NaN,0,1,0,30,10,1,1,0,PAV070
24,1,2,42,0,1,1487,1,0.630673599,0.43409285,4,3.0538575,1,1.4838373,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
25,1,1,4,1,2,1587,1,0.548924785,0.443963531,5,2.421109,2,1.585538,1,1,1,25,25,1,2,1,PAV070
26,1,3,1,1,1,1293,0,0.586897362,0.569701351,3,0.1373231,0,1.2913178,0,1,0,25,10,1,2,0,PAV070
27,1,1,52,0,1,1516,1,0.586961983,0.321430587,4,4.8621047,5,1.5053215,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
28,1,2,38,3,1,1741,1,0.721657648,0.281025205,3,1.2713099,0,1.7384712,0,1,0,25,10,1,1,0,PAV070
29,1,1,55,0,2,1391,0,0.334472358,0.443549993,5,1.7502976,2,1.3879672,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
30,1,3,7,1,2,1796,1,0.399982174,0.509853824,4,1.625203,1,1.7943174,1,1,1,30,30,1,3,1,PAV070
31,1,2,52,0,1,1069,1,0.387543848,0.293101626,5,2.2019443,2,1.0666218,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
32,1,3,16,1,1,1088,0,0.636846294,0.570764771,2,4.6387376,5,1.0798003,0,1,5,10,10,1,15,0,PAV070
33,1,1,37,3,2,3094,0,0.591013641,0.600705299,5,1.7854597,2,3.0917309,1,1,0,30,10,1,1,1,PAV070
34,1,2,4,1,1,1436,0,0.264633579,0.305709626,3,1.6370644,0,1.4340443,0,1,0,30,10,1,2,0,PAV070
35,1,1,2,1,1,1724,0,0.646754651,0.629376374,4,2.6504027,1,1.7216932,0,1,0,25,10,1,2,0,PAV070
36,1,1,54,0,1,1839,1,0.599330518,0.591816054,4,6.0601709,3,1.8368171,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
37,1,3,31,3,1,2472,1,0.265289542,0.431717605,3,2.5130645,0,2.4699599,0,1,0,30,10,1,1,0,PAV070
38,1,1,56,0,2,2556,0,0.30557882,0.322314198,3,1.9881866,0,2.5548201,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
39,1,2,16,1,2,1570,1,0.741100622,0.694868871,5,1.6894365,2,1.5673261,1,1,7,10,10,1,15,1,PAV070
40,1,3,24,3,1,4046,1,0.272268624,0.354192879,5,1.9025592,2,4.0441365,0,1,0,25,10,1,1,0,PAV070
41,1,1,11,1,2,1152,1,0.260463115,0.511810773,5,1.400215,2,1.1399414,1,1,1,30,30,1,4,1,PAV070
42,1,2,40,0,1,1858,1,0.261617622,0.718116124,4,2.1725989,1,1.8500626,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
43,1,2,13,1,2,1905,1,0.293088889,0.579070333,5,1.530845,2,1.9027551,1,1,1,25,25,1,4,1,PAV070
44,1,2,24,3,1,2131,1,0.531796395,0.366412096,5,1.9993179,2,2.1281853,0,1,0,30,10,1,1,0,PAV070
45,1,1,8,1,2,1100,1,0.687410487,0.73641805,5,2.0481804,2,1.0975754,1,1,1,30,30,1,3,1,PAV070
46,1,1,26,3,2,2710,0,0.587160299,0.5816912,4,1.539999,1,2.7068482,1,1,0,30,10,1,1,1,PAV070
47,1,3,51,0,2,1475,0,0.378896848,0.258283386,4,1.1448042,1,1.473389,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
48,1,1,49,0,1,2046,1,0.286609495,0.691062824,3,2.9593703,0,2.041664,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
49,1,1,6,1,2,1934,1,0.306967648,0.441220372,5,5.2162149,2,1.9317644,1,1,1,20,20,1,3,1,PAV070
50,1,2,17,1,1,3770,0,0.407692181,0.550122974,4,NaN,1,3.7680202,0,1,6,10,10,1,15,0,PAV070
51,1,2,50,0,1,4053,1,0.529973171,0.251430522,5,3.4763869,2,4.0514404,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
52,1,1,24,3,2,1239,0,0.594628763,0.664261513,5,2.4762064,2,1.2369254,1,1,0,25,10,1,1,1,PAV070
53,1,2,35,3,1,2116,1,0.653965853,0.574254682,3,5.5042348,0,2.1115958,0,1,0,25,10,1,1,0,PAV070
54,1,2,1,1,1,1197,0,0.608812488,0.730966749,5,2.0677804,2,1.1950045,0,1,0,30,10,1,2,0,PAV070
55,1,3,29,3,1,2484,1,0.525741506,0.65026772,3,1.7330573,0,2.4781886,0,1,0,25,10,1,1,0,PAV070
56,1,2,53,0,1,1279,1,0.384376429,0.427838881,3,0.9479077,0,1.2772419,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
57,1,3,2,1,1,1340,0,0.398164247,0.444477154,5,2.6403768,2,1.3376348,0,1,0,25,10,1,2,0,PAV070
58,1,3,37,3,1,1494,1,0.459031197,0.732569497,4,5.6384182,1,1.4924052,0,1,0,20,10,1,1,0,PAV070
59,1,1,7,1,2,1502,1,0.3636668,0.483736454,5,1.7726483,2,1.4998033,1,1,1,20,20,1,3,1,PAV070
60,1,2,55,0,1,1344,1,0.572365412,0.723630822,3,2.2363087,0,1.3421903,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
61,1,2,10,1,2,1384,1,0.478264182,0.642567693,5,1.6036249,2,1.3770104,1,1,1,30,30,1,3,1,PAV070
62,1,3,26,3,2,1306,0,0.607491128,0.66852578,5,2.0799776,2,1.2985671,1,1,1,30,0,0,1,1,PAV070
63,1,3,49,0,1,1317,1,0.318271955,0.460465088,3,2.5581517,0,1.314649,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
64,1,2,14,1,1,3457,0,0.38557118,0.363024074,2,5.5241002,1,3.451317,0,1,0,20,10,1,4,0,PAV070
65,1,1,29,3,2,1998,0,0.30595348,0.587688747,4,NaN,1,1.9954181,1,1,0,25,10,1,1,1,PAV070
66,1,2,5,1,2,5243,1,0.373814557,0.629235442,4,NaN,1,5.2401486,1,1,0,20,10,1,2,1,PAV070
67,1,2,41,0,1,3839,1,0.664208929,0.444561144,4,NaN,1,3.8372757,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
68,1,2,15,1,2,2045,1,0.310004042,0.731962707,5,1.9356373,2,2.0429991,1,1,1,25,25,1,4,1,PAV070
69,1,2,33,3,1,3467,1,0.596478312,0.434237783,4,1.6098631,1,3.4658763,0,1,0,25,10,1,1,0,PAV070
70,1,1,44,0,2,1005,0,0.476418669,0.650591936,4,3.0654455,1,1.0026822,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
71,1,3,3,1,1,995,0,0.291333661,0.420877826,3,5.6283322,0,0.9913359,0,1,1,30,30,1,2,0,PAV070
72,1,3,38,3,1,1093,1,0.46774487,0.486998915,5,1.8057021,2,1.080556,0,1,0,25,10,1,1,0,PAV070
73,1,3,35,3,1,1480,1,0.458590691,0.622674345,3,3.5987724,0,1.47749,0,1,0,20,10,1,1,0,PAV070
74,1,3,18,1,2,3703,1,0.379404946,0.44924771,5,1.7840701,2,3.7004283,1,1,7,10,10,1,15,1,PAV070
75,1,3,55,0,1,1252,1,0.742851042,0.336100141,5,2.5487837,2,1.2488616,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
1,2,2,31,3,2,2710,0,0.267438316,0.655385045,5,2.3588109,2,2.7055385,1,1,1,30,0,0,1,1,PAV070
2,2,2,37,3,1,2898,1,0.265516799,0.387773143,3,0.9319779,0,2.8957052,0,1,0,25,10,1,1,0,PAV070
3,2,2,49,0,1,2032,1,0.697306222,0.699884622,3,0.9500407,0,2.0303097,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
4,2,2,29,3,1,1028,1,0.658649938,0.514961305,3,0.397552,0,1.0262202,0,1,0,20,10,1,1,0,PAV070
5,2,1,42,0,2,1720,0,0.486697816,0.646970703,5,1.2620355,2,1.7178357,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
6,2,3,34,3,1,1023,1,0.426837537,0.265200648,5,2.4491174,2,1.019819,0,1,0,30,10,1,1,0,PAV070
7,2,2,12,1,2,3566,1,0.740948454,0.679465683,5,1.7610154,2,3.5630438,1,1,0,25,0,0,4,1,PAV070
8,2,3,13,1,1,1279,0,0.376607468,0.423175369,5,4.6220512,2,1.2772018,0,1,1,25,25,1,4,0,PAV070
9,2,1,15,1,2,3803,1,0.494547575,0.651083754,3,NaN,0,3.8012228,1,1,1,30,30,1,4,1,PAV070
10,2,3,14,1,1,3488,0,0.643883857,0.558905966,4,6.5641791,1,3.4806026,0,1,0,20,10,1,4,0,PAV070
11,2,1,36,3,2,6342,0,0.372146256,0.689599668,4,1.497387,1,6.3386392,1,1,0,20,10,1,1,1,PAV070
12,2,1,12,1,2,1653,1,0.636495954,0.493153262,5,2.0907857,2,1.6508869,1,1,1,20,20,1,4,1,PAV070
13,2,3,8,1,2,1782,1,0.730226927,0.726372924,4,3.1563391,1,1.7801213,1,1,1,25,25,1,3,1,PAV070
14,2,2,11,1,1,1964,0,0.632811346,0.430549177,5,2.3202235,2,1.9585488,0,1,0,30,10,1,4,0,PAV070
15,2,2,3,1,2,1225,1,0.51440507,0.373419574,4,1.3490189,1,1.2235743,1,1,1,20,20,1,2,1,PAV070
16,2,1,3,1,2,1661,1,0.732002735,0.586754349,5,1.5455542,2,1.6586685,1,1,0,30,10,1,2,1,PAV070
17,2,3,15,1,1,951,0,0.352160493,0.524456515,4,2.2121723,1,0.9477561,0,1,0,30,10,1,4,0,PAV070
18,2,2,8,1,1,1299,0,0.665892285,0.33684177,4,2.0806869,1,1.2969504,0,1,0,25,10,1,3,0,PAV070
19,2,1,50,0,1,2445,1,0.569272799,0.307787493,4,1.2480642,1,2.4393881,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
20,2,2,43,0,2,2471,0,0.274565374,0.41376275,4,2.2928047,1,2.4696744,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
21,2,1,27,3,2,1479,0,0.560862702,0.314387764,3,NaN,0,1.4687132,1,1,0,25,10,1,1,1,PAV070
22,2,2,56,0,0,NaN,0,0.369135147,0.359142643,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,PAV070
23,2,2,47,0,1,2746,1,0.448899439,0.26609788,4,2.2991336,1,2.743958,1,0,NaN,NaN,NaN,NaN,NaN,1,PAV070
24,2,2,30,3,1,1799,1,0.740875843,0.601993933,3,NaN,0,1.7960934,0,1,0,20,10,1,1,0,PAV070
25,2,1,25,3,2,-540,0,0.366864181,0.711191738,3,2.3622454,0,-0.5491029,1,1,0,30,10,1,1,1,PAV070
26,2,2,25,3,1,883,1,0.356503972,0.258754391,5,1.2527899,2,0.8816901,0,1,0,20,10,1,1,0,PAV070
