block,trial,wasRisky,rt,outcome,numExp,wasOld,riskyVal,riskyEV,Subject
9,18,0,0.938104152,1,0,0,30,0,PAV055
9,19,1,1.578177666,1,3,1,20,60,PAV055
9,20,0,2.348396506,1,0,0,25,0,PAV055
9,21,1,2.056317525,1,1,1,25,25,PAV055
9,22,0,1.468025615,1,3,1,30,90,PAV055
9,23,0,2.648348357,1,0,0,20,0,PAV055
9,24,1,1.642415776,1,1,1,30,30,PAV055
9,25,1,2.255328017,1,1,1,20,20,PAV055
9,26,0,1.263651055,1,1,1,25,25,PAV055
9,27,0,2.176607748,1,2,1,30,60,PAV055
9,28,0,1.8685326,1,2,1,20,40,PAV055
9,29,0,1.096013325,1,0,0,30,0,PAV055
9,30,1,1.5755447,1,3,1,20,60,PAV055
9,31,0,1.511063458,1,0,0,25,0,PAV055
9,32,1,1.787630456,1,1,1,25,25,PAV055
9,33,0,2.300295612,1,1,1,20,20,PAV055
9,34,0,1.066344122,1,0,0,30,0,PAV055
9,35,0,1.577983665,1,0,0,25,0,PAV055
9,36,1,1.868521708,1,2,1,25,50,PAV055
9,37,0,1.5543894,1,0,0,30,0,PAV055
9,38,0,1.215202827,1,0,0,25,0,PAV055
9,39,0,1.310345386,1,0,0,30,0,PAV055
9,40,1,1.714028066,1,2,1,30,60,PAV055
9,41,0,1.34918743,1,0,0,30,0,PAV055
9,42,0,1.751760697,1,0,0,25,0,PAV055
9,43,1,1.304825966,1,3,1,25,75,PAV055
9,44,0,4.317075,1,0,0,20,0,PAV055
9,45,1,2.438662915,1,2,1,25,50,PAV055
10,1,0,1.4805527,1,1,1,30,30,PAV055
10,2,0,1.574062932,1,0,0,20,0,PAV055
10,3,1,1.5330508,1,1,1,20,20,PAV055
10,4,0,1.0003981,1,0,0,20,0,PAV055
10,5,1,1.260704012,1,2,1,25,50,PAV055
10,6,1,0.988369659,1,2,1,20,40,PAV055
10,7,0,1.187748456,1,0,0,20,0,PAV055
10,8,0,1.240975599,1,0,0,25,0,PAV055
10,9,1,1.751967332,0,0,0,30,0,PAV055
10,10,0,1.550445277,1,1,1,25,25,PAV055
10,11,0,1.5920629,1,2,1,20,40,PAV055
10,12,0,1.038545913,1,1,1,20,20,PAV055
10,13,0,1.073992811,1,0,0,20,0,PAV055
10,14,1,1.5662714,1,3,1,25,75,PAV055
10,15,0,1.182434152,1,0,0,30,0,PAV055
10,16,1,1.541235679,1,3,1,25,75,PAV055
10,17,0,1.819295752,1,3,1,30,90,PAV055
10,18,1,1.5122106,1,3,1,20,60,PAV055
10,19,0,0.968988014,1,0,0,30,0,PAV055
10,20,0,1.279102631,1,1,1,20,20,PAV055
10,21,1,0.891951671,1,1,1,25,25,PAV055
10,22,0,1.388149497,1,0,0,30,0,PAV055
10,23,0,0.996548592,1,0,0,30,0,PAV055
10,24,0,1.320768155,1,2,1,30,60,PAV055
10,25,0,1.5492965,1,3,1,30,90,PAV055
10,26,0,1.538882955,1,0,0,30,0,PAV055
10,27,0,1.720494952,1,1,1,30,30,PAV055
10,28,0,1.365311352,1,0,0,30,0,PAV055
10,29,0,1.577250397,1,0,0,20,0,PAV055
10,30,0,0.918387889,1,0,0,20,0,PAV055
10,31,0,1.215332201,1,2,1,25,50,PAV055
10,32,0,1.270209038,1,0,0,20,0,PAV055
10,33,0,0.9979699,1,0,0,20,0,PAV055
10,34,0,0.942930136,1,0,0,25,0,PAV055
10,35,0,1.872550875,1,0,0,20,0,PAV055
10,36,0,1.224485049,1,0,0,25,0,PAV055
10,37,1,1.567428597,1,3,1,20,60,PAV055
10,38,0,1.690124952,1,0,0,25,0,PAV055
10,39,0,1.497984938,1,2,1,25,50,PAV055
10,40,0,1.305451131,1,1,1,30,30,PAV055
10,41,1,1.217276398,1,2,1,20,40,PAV055
10,42,0,1.3197834,1,0,0,20,0,PAV055
10,43,0,1.222426972,1,0,0,30,0,PAV055
10,44,1,1.327637159,1,3,1,25,75,PAV055
10,45,0,1.483501451,1,0,0,30,0,PAV055
11,1,0,1.7420996,1,0,0,30,0,PAV056
11,2,1,1.623348364,1,2,1,30,60,PAV056
11,3,0,1.913625612,1,1,1,30,30,PAV056
11,4,0,2.037435853,1,1,1,25,25,PAV056
11,5,0,1.622075745,1,0,0,20,0,PAV056
11,6,0,1.739960156,1,0,0,30,0,PAV056
11,7,1,2.833411631,1,3,1,30,90,PAV056
11,8,0,2.808716798,1,1,1,30,30,PAV056
11,9,0,1.843612831,1,0,0,30,0,PAV056
11,10,0,2.905180733,1,0,0,30,0,PAV056
11,11,0,2.469552348,1,0,0,30,0,PAV056
11,12,1,1.907116,1,2,1,25,50,PAV056
11,13,0,3.842235114,1,0,0,30,0,PAV056
11,14,0,2.053219581,1,0,0,30,0,PAV056
11,15,0,1.923107444,1,1,1,30,30,PAV056
11,16,0,2.917788039,1,0,0,25,0,PAV056
11,17,0,2.695088234,1,0,0,30,0,PAV056
11,18,0,2.847352551,1,0,0,20,0,PAV056
11,19,0,3.095343572,1,0,0,30,0,PAV056
11,20,1,2.757538192,1,3,1,25,75,PAV056
11,21,0,2.0891087,1,0,0,25,0,PAV056
11,22,0,1.982825934,1,2,1,20,40,PAV056
11,23,0,3.087638643,1,0,0,20,0,PAV056
11,24,0,2.249272001,1,0,0,30,0,PAV056
11,25,0,4.0882629,1,1,1,25,25,PAV056
11,26,1,1.705116153,1,3,1,20,60,PAV056
11,27,0,1.78532927,1,0,0,30,0,PAV056
11,28,0,3.5376865,1,0,0,25,0,PAV056
11,29,0,3.212768501,1,0,0,25,0,PAV056
11,30,0,2.357855756,1,0,0,25,0,PAV056
11,31,0,1.743255114,1,0,0,25,0,PAV056
11,32,1,1.745078215,1,3,1,25,75,PAV056
11,33,0,2.7134851,1,1,1,25,25,PAV056
11,34,1,2.178995934,1,3,1,20,60,PAV056
11,35,1,2.631597092,1,2,1,20,40,PAV056
11,36,1,3.3011716,1,2,1,30,60,PAV056
11,37,1,2.920211614,0,0,0,25,0,PAV056
11,38,1,2.224540314,1,3,1,30,90,PAV056
11,39,0,2.7443957,1,2,1,20,40,PAV056
11,40,1,2.100017873,1,1,1,20,20,PAV056
11,41,1,2.806882653,1,3,1,20,60,PAV056
11,42,0,4.353140115,1,2,1,30,60,PAV056
11,43,0,1.903158734,1,3,1,30,90,PAV056
11,44,0,2.332180792,1,0,0,25,0,PAV056
11,45,1,2.038190359,1,2,1,25,50,PAV056
12,1,0,2.085270635,1,0,0,20,0,PAV056
12,2,0,2.424290455,1,2,1,25,50,PAV056
12,3,0,2.448560047,1,0,0,20,0,PAV056
12,4,1,2.055975894,1,3,1,25,75,PAV056
12,5,0,2.093837574,1,0,0,25,0,PAV056
12,6,1,1.732436892,1,3,1,30,90,PAV056
12,7,1,1.8117782,0,0,0,25,0,PAV056
12,8,0,2.559705013,1,0,0,25,0,PAV056
12,9,0,1.967196494,1,1,1,20,20,PAV056
12,10,0,2.226145745,1,0,0,30,0,PAV056
12,11,1,1.489075135,1,3,1,20,60,PAV056
12,12,0,1.456732203,1,1,1,20,20,PAV056
12,13,0,1.999230297,1,0,0,20,0,PAV056
12,14,1,2.320371916,0,0,0,20,0,PAV056
12,15,1,2.876369813,1,2,1,20,40,PAV056
12,16,0,1.821351774,1,1,1,25,25,PAV056
12,17,0,1.9630245,1,0,0,20,0,PAV056
12,18,0,2.416919913,1,1,1,25,25,PAV056
12,19,0,2.247547855,1,0,0,20,0,PAV056
12,20,0,2.130230352,1,0,0,20,0,PAV056
12,21,0,2.024837811,1,1,1,20,20,PAV056
12,22,1,3.763256714,0,0,0,20,0,PAV056
12,23,0,2.372184018,1,3,1,25,75,PAV056
12,24,0,1.786032387,1,0,0,30,0,PAV056
12,25,0,,0,0,0,20,0,PAV056
12,26,0,1.468511896,1,0,0,25,0,PAV056
12,27,0,1.417948833,1,3,1,30,90,PAV056
12,28,0,1.686141,1,1,1,20,20,PAV056
12,29,0,1.199783339,1,2,1,30,60,PAV056
12,30,0,1.167827483,1,0,0,20,0,PAV056
12,31,0,1.711911714,1,0,0,20,0,PAV056
12,32,0,2.267561511,1,0,0,25,0,PAV056
12,33,1,1.551502355,1,2,1,25,50,PAV056
12,34,0,1.325958692,1,0,0,30,0,PAV056
12,35,1,2.170228618,1,3,1,20,60,PAV056
12,36,0,1.844463435,1,3,1,25,75,PAV056
12,37,0,1.439427714,1,2,1,20,40,PAV056
12,38,0,1.622531612,1,0,0,25,0,PAV056
12,39,0,2.556800655,1,1,1,30,30,PAV056
12,40,0,3.085358748,1,2,1,25,50,PAV056
12,41,0,1.629517616,1,0,0,20,0,PAV056
12,42,1,1.274382584,1,2,1,30,60,PAV056
12,43,0,1.735238355,1,0,0,30,0,PAV056
12,44,1,1.570434412,1,1,1,30,30,PAV056
12,45,0,1.775713716,1,0,0,25,0,PAV056
8,1,0,3.322653299,1,0,0,20,0,PAV058
8,2,1,3.5682503,1,2,1,20,40,PAV058
8,3,1,1.7871229,1,3,1,30,90,PAV058
8,4,1,2.419011221,0,0,0,20,0,PAV058
8,5,1,2.849715258,1,3,1,30,90,PAV058
8,6,0,1.77278034,1,1,1,20,20,PAV058
8,7,0,3.8836349,1,2,1,25,50,PAV058
8,8,0,1.655046201,1,1,1,20,20,PAV058
8,9,0,2.221550653,1,0,0,20,0,PAV058
8,10,0,1.405553479,1,0,0,25,0,PAV058
8,11,1,3.152243646,0,0,0,25,0,PAV058
8,12,1,2.64633364,1,3,1,25,75,PAV058
8,13,0,1.490398899,1,0,0,25,0,PAV058
8,14,1,2.28197196,1,2,1,25,50,PAV058
8,15,0,1.34152732,1,0,0,25,0,PAV058
8,16,0,1.691178985,1,1,1,20,20,PAV058
8,17,0,1.378751594,1,2,1,30,60,PAV058
8,18,0,0.729251779,1,1,1,30,30,PAV058
8,19,0,1.036040194,1,0,0,25,0,PAV058
8,20,0,0.98740544,1,0,0,30,0,PAV058
8,21,0,0.67861396,1,3,1,25,75,PAV058
8,22,0,1.544468012,1,3,1,25,75,PAV058
8,23,0,1.14710586,1,0,0,25,0,PAV058
8,24,1,1.882091919,1,3,1,20,60,PAV058
8,25,0,1.489401026,1,0,0,25,0,PAV058
8,26,0,2.728880296,1,0,0,30,0,PAV058
8,27,1,1.25662864,1,2,1,30,60,PAV058
8,28,0,3.127175434,1,2,1,20,40,PAV058
8,29,0,1.169335372,1,0,0,30,0,PAV058
8,30,0,1.17321717,1,1,1,25,25,PAV058
8,31,0,1.850789823,1,0,0,25,0,PAV058
8,32,0,1.14530976,1,0,0,25,0,PAV058
8,33,1,2.60669484,1,3,1,20,60,PAV058
8,34,0,1.997923255,1,0,0,25,0,PAV058
8,35,0,2.372726,1,2,1,25,50,PAV058
8,36,0,2.69178234,1,0,0,20,0,PAV058
8,37,1,4.072155599,1,3,1,20,60,PAV058
8,38,0,0.834580179,1,0,0,30,0,PAV058
8,39,0,1.503302757,1,0,0,30,0,PAV058
8,40,0,1.524920872,1,0,0,30,0,PAV058
8,41,0,1.040116355,1,1,1,20,20,PAV058
8,42,0,3.838220677,1,1,1,20,20,PAV058
8,43,0,1.2577954,1,0,0,25,0,PAV058
8,44,0,1.228553577,1,0,0,30,0,PAV058
8,45,0,,0,2,1,20,40,PAV058
9,1,0,1.362575757,1,1,1,25,25,PAV058
9,2,0,1.527047915,1,0,0,30,0,PAV058
9,3,1,1.406256652,1,3,1,30,90,PAV058
9,4,0,0.9199265,1,0,0,20,0,PAV058
9,5,0,1.052278868,1,0,0,20,0,PAV058
9,6,0,0.984499749,1,1,1,30,30,PAV058
9,7,0,0.926291588,1,0,0,20,0,PAV058
9,8,0,0.970898695,1,0,0,25,0,PAV058
9,9,0,1.305454132,1,0,0,30,0,PAV058
9,10,0,0.945545137,1,1,1,25,25,PAV058
9,11,0,1.057069408,1,0,0,20,0,PAV058
9,12,0,0.786850409,1,0,0,30,0,PAV058
9,13,0,0.794115988,1,0,0,30,0,PAV058
9,14,0,1.283882786,1,1,1,30,30,PAV058
9,15,1,1.9547197,1,2,1,20,40,PAV058
9,16,1,1.983049308,1,2,1,25,50,PAV058
9,17,0,1.704989498,1,0,0,20,0,PAV058
9,18,1,1.73320501,1,1,1,25,25,PAV058
9,19,0,1.0820985,1,0,0,20,0,PAV058
9,20,0,1.634895255,1,0,0,30,0,PAV058
9,21,0,1.978673477,1,1,1,30,30,PAV058
9,22,0,1.392451888,1,2,1,30,60,PAV058
9,23,1,2.077993696,0,0,0,25,0,PAV058
9,24,0,1.3923657,1,0,0,20,0,PAV058
9,25,0,1.205706238,1,0,0,20,0,PAV058
9,26,0,1.4014329,1,0,0,20,0,PAV058
9,27,1,1.6725652,1,3,1,25,75,PAV058
9,28,0,2.389259536,1,2,1,30,60,PAV058
9,29,0,1.232740895,1,1,1,30,30,PAV058
9,30,1,1.570660588,1,3,1,20,60,PAV058
9,31,0,2.576251936,1,0,0,20,0,PAV058
9,32,1,1.35234179,1,3,1,30,90,PAV058
9,33,0,2.163376247,1,0,0,25,0,PAV058
9,34,1,2.007408908,0,0,0,30,0,PAV058
9,35,1,1.529015896,0,0,0,25,0,PAV058
9,36,1,3.760403883,1,2,1,30,60,PAV058
9,37,0,1.910861508,1,2,1,20,40,PAV058
9,38,0,1.634675368,1,1,1,25,25,PAV058
9,39,1,1.467466426,1,2,1,25,50,PAV058
9,40,0,1.39836121,1,3,1,20,60,PAV058
9,41,0,1.012496009,1,0,0,30,0,PAV058
9,42,0,1.131643716,1,0,0,30,0,PAV058
9,43,0,0.778255435,1,0,0,20,0,PAV058
9,44,1,1.518348649,1,3,1,25,75,PAV058
9,45,1,1.8073937,1,3,1,30,90,PAV058
11,1,0,2.636913,1,3,1,30,90,PAV068
11,2,0,1.719899,1,0,0,25,0,PAV068
11,3,0,1.5024499,1,0,0,30,0,PAV068
11,4,0,2.744624,1,2,1,20,40,PAV068
11,5,0,2.4627025,1,1,1,25,25,PAV068
11,6,0,2.1712372,1,3,1,20,60,PAV068
11,7,0,2.1838163,1,1,1,20,20,PAV068
11,8,1,2.0567259,1,1,1,20,20,PAV068
11,9,1,1.9584768,1,3,1,25,75,PAV068
11,10,0,1.4381556,1,0,0,20,0,PAV068
11,11,0,2.0028347,1,0,0,20,0,PAV068
11,12,0,2.3701506,1,3,1,25,75,PAV068
11,13,0,1.3256399,1,1,1,30,30,PAV068
11,14,0,2.456491,1,1,1,25,25,PAV068
11,15,0,1.7513706,1,0,0,30,0,PAV068
11,16,0,1.7825143,1,0,0,30,0,PAV068
11,17,0,1.6053922,1,0,0,25,0,PAV068
11,18,1,2.6035278,0,0,0,20,0,PAV068
11,19,0,1.8157165,1,0,0,25,0,PAV068
11,20,0,2.2202899,1,0,0,30,0,PAV068
11,21,0,1.9128276,1,0,0,20,0,PAV068
11,22,0,1.3251175,1,2,1,30,60,PAV068
11,23,0,1.2654992,1,1,1,30,30,PAV068
11,24,1,2.4912141,1,2,1,25,50,PAV068
11,25,0,2.2421508,1,0,0,25,0,PAV068
11,26,0,2.1455539,1,2,1,20,40,PAV068
11,27,0,2.4194754,1,0,0,30,0,PAV068
11,28,1,1.9553738,1,3,1,25,75,PAV068
11,29,1,1.9077466,1,2,1,25,50,PAV068
11,30,0,2.2706021,1,0,0,20,0,PAV068
11,31,0,2.679652,1,0,0,25,0,PAV068
11,32,0,3.2344161,1,0,0,20,0,PAV068
11,33,1,1.5829361,1,2,1,25,50,PAV068
11,34,0,2.4499072,1,0,0,30,0,PAV068
11,35,1,2.9185256,0,0,0,30,0,PAV068
11,36,0,1.7203652,1,1,1,25,25,PAV068
11,37,0,1.864535,1,0,0,20,0,PAV068
11,38,0,2.4534488,1,3,1,20,60,PAV068
11,39,0,1.6324636,1,2,1,20,40,PAV068
11,40,0,2.3328086,1,0,0,25,0,PAV068
11,41,1,2.801399,1,3,1,30,90,PAV068
11,42,0,2.0042054,1,0,0,20,0,PAV068
11,43,1,3.0174512,1,2,1,20,40,PAV068
11,44,1,1.9850609,1,3,1,25,75,PAV068
11,45,0,1.8780849,1,0,0,20,0,PAV068
12,1,0,1.8715551,1,0,0,25,0,PAV068
12,2,0,1.7853541,1,1,1,30,30,PAV068
12,3,0,1.4160718,1,0,0,30,0,PAV068
12,4,1,1.4085489,1,1,1,20,20,PAV068
12,5,0,1.6536578,1,1,1,20,20,PAV068
12,6,0,1.7110958,1,0,0,25,0,PAV068
12,7,0,1.2533893,1,0,0,25,0,PAV068
12,8,0,1.5737789,1,0,0,30,0,PAV068
12,9,0,1.6817639,1,0,0,30,0,PAV068
12,10,0,1.9724595,1,0,0,30,0,PAV068
12,11,0,1.6421116,1,3,1,25,75,PAV068
12,12,0,1.5632346,1,3,1,20,60,PAV068
12,13,1,2.1271774,1,2,1,30,60,PAV068
12,14,0,1.9824822,1,2,1,30,60,PAV068
12,15,0,1.5958374,1,0,0,20,0,PAV068
12,16,0,1.8077448,1,0,0,25,0,PAV068
12,17,0,1.3345514,1,3,1,20,60,PAV068
12,18,0,1.1706378,1,0,0,30,0,PAV068
12,19,0,1.8448025,1,0,0,25,0,PAV068
12,20,0,1.5544139,1,1,1,30,30,PAV068
12,21,0,1.9894494,1,1,1,25,25,PAV068
12,22,0,2.2105642,1,3,1,30,90,PAV068
12,23,0,1.962541,1,2,1,25,50,PAV068
12,24,1,3.2404823,0,0,0,25,0,PAV068
12,25,0,1.5599514,1,3,1,30,90,PAV068
12,26,0,1.6998521,1,3,1,20,60,PAV068
12,27,0,2.6424328,1,0,0,30,0,PAV068
12,28,0,1.7309444,1,2,1,20,40,PAV068
12,29,0,2.0114175,1,0,0,20,0,PAV068
12,30,0,1.3227493,1,0,0,30,0,PAV068
12,31,0,1.6174953,1,0,0,20,0,PAV068
12,32,0,1.4061065,1,1,1,30,30,PAV068
12,33,0,1.178945,1,1,1,20,20,PAV068
12,34,1,2.7920088,1,2,1,30,60,PAV068
12,35,0,1.7231383,1,2,1,25,50,PAV068
12,36,0,1.7905398,1,0,0,20,0,PAV068
12,37,1,1.8317531,0,0,0,20,0,PAV068
12,38,0,1.53255,1,0,0,25,0,PAV068
12,39,0,1.9517809,1,0,0,20,0,PAV068
12,40,0,2.4206052,1,1,1,25,25,PAV068
12,41,0,1.8187162,1,0,0,25,0,PAV068
12,42,0,1.7868027,1,2,1,30,60,PAV068
12,43,0,1.899031,1,0,0,25,0,PAV068
12,44,0,1.5736788,1,0,0,30,0,PAV068
12,45,1,1.5744924,1,3,1,30,90,PAV068
13,1,0,2.837474651,1,0,0,30,0,PAV069
13,2,1,3.154763888,1,3,1,20,60,PAV069
13,3,0,2.187821126,1,2,1,25,50,PAV069
13,4,0,2.018531107,1,1,1,25,25,PAV069
13,5,0,1.250978328,1,3,1,20,60,PAV069
13,6,0,1.404217896,1,0,0,30,0,PAV069
13,7,0,1.839313176,1,2,1,20,40,PAV069
13,8,0,1.676364387,1,1,1,20,20,PAV069
13,9,0,1.8540258,1,1,1,25,25,PAV069
13,10,0,1.426287791,1,0,0,20,0,PAV069
13,11,0,2.226057786,1,0,0,20,0,PAV069
13,12,1,2.320428954,1,3,1,30,90,PAV069
13,13,1,2.105626678,1,2,1,30,60,PAV069
13,14,0,2.723873687,1,2,1,20,40,PAV069
13,15,1,1.663354158,1,2,1,30,60,PAV069
13,16,1,1.6869354,1,3,1,30,90,PAV069
13,17,0,1.966361206,1,1,1,30,30,PAV069
13,18,0,1.882446048,1,0,0,25,0,PAV069
13,19,0,1.657341567,1,0,0,30,0,PAV069
13,20,0,2.380370967,1,2,1,20,40,PAV069
13,21,0,1.443443466,1,0,0,25,0,PAV069
13,22,1,2.286774876,1,3,1,25,75,PAV069
13,23,0,2.311012079,1,0,0,20,0,PAV069
13,24,0,2.548855538,1,2,1,30,60,PAV069
13,25,0,1.756138324,1,0,0,30,0,PAV069
13,26,0,2.669475334,1,0,0,30,0,PAV069
13,27,0,1.424881565,1,0,0,20,0,PAV069
13,28,0,2.105583776,1,3,1,20,60,PAV069
13,29,1,2.182869107,0,0,0,25,0,PAV069
13,30,0,3.369523287,1,2,1,30,60,PAV069
13,31,0,2.494821247,1,0,0,20,0,PAV069
13,32,0,3.367405278,1,0,0,20,0,PAV069
13,33,0,3.231409267,1,0,0,20,0,PAV069
13,34,0,1.646510795,1,0,0,25,0,PAV069
13,35,1,2.293308347,0,0,0,30,0,PAV069
13,36,0,1.359120608,1,0,0,30,0,PAV069
13,37,0,4.051181347,1,1,1,20,20,PAV069
13,38,1,1.916430399,1,1,1,20,20,PAV069
13,39,0,2.279843287,1,0,0,30,0,PAV069
13,40,0,1.869252787,1,1,1,30,30,PAV069
13,41,0,2.322657689,1,0,0,30,0,PAV069
13,42,1,2.441943145,1,3,1,25,75,PAV069
13,43,0,2.685427635,1,0,0,25,0,PAV069
13,44,0,3.089344137,1,3,1,30,90,PAV069
13,45,0,3.537809117,1,0,0,20,0,PAV069
14,1,0,1.628582336,1,0,0,20,0,PAV069
14,2,0,1.333518238,1,0,0,25,0,PAV069
14,3,0,2.145252836,1,0,0,30,0,PAV069
14,4,0,1.064295456,1,0,0,20,0,PAV069
14,5,0,1.761167036,1,3,1,25,75,PAV069
14,6,0,1.772707195,1,0,0,25,0,PAV069
14,7,0,2.472817495,1,0,0,25,0,PAV069
14,8,0,2.405289956,1,0,0,30,0,PAV069
14,9,1,2.736269579,1,3,1,30,90,PAV069
14,10,0,2.014854216,1,0,0,30,0,PAV069
14,11,0,2.589376456,1,0,0,20,0,PAV069
14,12,0,2.1173401,1,1,1,25,25,PAV069
14,13,0,2.207203079,1,0,0,25,0,PAV069
14,14,0,1.363719919,1,0,0,25,0,PAV069
14,15,0,1.7394471,1,3,1,20,60,PAV069
14,16,0,1.802136576,1,2,1,25,50,PAV069
14,17,1,3.0073552,1,2,1,20,40,PAV069
14,18,1,2.712676198,1,1,1,25,25,PAV069
14,19,0,2.047015876,1,0,0,20,0,PAV069
14,20,0,2.576050979,1,1,1,30,30,PAV069
14,21,1,3.095387079,1,1,1,20,20,PAV069
14,22,1,2.859683186,1,1,1,20,20,PAV069
14,23,0,1.704295914,1,0,0,25,0,PAV069
14,24,0,2.646373895,1,3,1,25,75,PAV069
14,25,0,2.4932625,1,0,0,25,0,PAV069
14,26,0,1.408277676,1,0,0,30,0,PAV069
14,27,1,2.5262031,0,0,0,20,0,PAV069
14,28,0,2.00492344,1,0,0,20,0,PAV069
14,29,0,1.752817956,1,2,1,20,40,PAV069
14,30,0,2.643549126,1,0,0,30,0,PAV069
14,31,1,2.652743499,1,2,1,30,60,PAV069
14,32,0,1.554860936,1,1,1,30,30,PAV069
14,33,0,1.027125299,1,0,0,30,0,PAV069
14,34,1,1.667679936,1,2,1,25,50,PAV069
14,35,0,1.366893479,1,1,1,30,30,PAV069
14,36,0,2.003458379,1,0,0,25,0,PAV069
14,37,0,1.458605656,1,0,0,20,0,PAV069
14,38,0,1.853000956,1,2,1,25,50,PAV069
14,39,1,1.836599735,1,3,1,25,75,PAV069
14,40,1,2.112166675,1,3,1,20,60,PAV069
14,41,0,1.743999216,1,0,0,25,0,PAV069
14,42,0,2.546281298,1,3,1,30,90,PAV069
14,43,0,2.493818039,1,1,1,25,25,PAV069
14,44,0,2.300963375,1,0,0,25,0,PAV069
14,45,0,2.703330236,1,2,1,25,50,PAV069
18,1,0,2.604489329,1,0,0,20,0,PAV070
18,2,1,1.04541114,1,3,1,30,90,PAV070
18,3,1,1.8547476,1,2,1,25,50,PAV070
18,4,1,1.549484111,1,1,1,20,20,PAV070
18,5,0,1.482662529,1,3,1,20,60,PAV070
18,6,0,1.9874342,1,0,0,30,0,PAV070
18,7,0,1.9058644,1,0,0,30,0,PAV070
18,8,1,1.773806312,0,0,0,30,0,PAV070
18,9,0,1.2824629,1,1,1,30,30,PAV070
18,10,0,1.272527546,1,0,0,30,0,PAV070
18,11,0,1.56071,1,0,0,25,0,PAV070
18,12,1,1.442391,0,0,0,20,0,PAV070
18,13,0,3.349525512,1,2,1,20,40,PAV070
18,14,0,1.968649777,1,3,1,20,60,PAV070
18,15,0,1.25137863,1,0,0,30,0,PAV070
18,16,1,1.21635789,1,2,1,25,50,PAV070
18,17,0,0.77790779,1,1,1,20,20,PAV070
18,18,0,1.232839678,1,0,0,20,0,PAV070
18,19,0,1.3736236,1,2,1,25,50,PAV070
18,20,0,1.590417498,1,0,0,25,0,PAV070
18,21,1,1.0709911,1,3,1,25,75,PAV070
18,22,0,1.1460107,1,0,0,30,0,PAV070
18,23,0,1.005685048,1,0,0,20,0,PAV070
18,24,1,1.525417949,1,3,1,20,60,PAV070
18,25,0,0.986842529,1,1,1,30,30,PAV070
18,26,0,1.021445829,1,0,0,20,0,PAV070
18,27,1,1.041477873,1,1,1,25,25,PAV070
18,28,1,1.172723809,1,2,1,30,60,PAV070
18,29,0,2.314571765,1,2,1,25,50,PAV070
18,30,0,1.767335909,1,2,1,25,50,PAV070
18,31,1,1.597994,1,3,1,20,60,PAV070
18,32,0,1.349853489,1,0,0,25,0,PAV070
18,33,1,1.469560497,0,0,0,20,0,PAV070
18,34,0,1.364537098,1,0,0,30,0,PAV070
18,35,1,1.063677678,1,3,1,20,60,PAV070
18,36,0,1.246797899,1,0,0,20,0,PAV070
18,37,0,1.580065029,1,3,1,30,90,PAV070
18,38,1,1.76503229,1,2,1,30,60,PAV070
18,39,0,1.418763219,1,1,1,25,25,PAV070
18,40,0,1.223904109,1,0,0,30,0,PAV070
18,41,0,1.354870937,1,0,0,25,0,PAV070
18,42,0,1.32955029,1,1,1,20,20,PAV070
18,43,0,1.514858129,1,0,0,20,0,PAV070
18,44,0,1.323397459,1,0,0,30,0,PAV070
18,45,0,1.17357869,1,0,0,20,0,PAV070
19,1,0,1.1908818,1,1,1,30,30,PAV070
19,2,0,1.931141798,1,2,1,20,40,PAV070
19,3,0,2.030449799,1,1,1,20,20,PAV070
19,4,0,1.078519438,1,0,0,30,0,PAV070
19,5,0,1.100658037,1,0,0,25,0,PAV070
19,6,0,1.549943613,1,3,1,25,75,PAV070
19,7,0,1.4104721,1,0,0,20,0,PAV070
19,8,1,1.163192613,1,3,1,30,90,PAV070
19,9,0,1.601232713,1,0,0,20,0,PAV070
19,10,0,1.5950535,1,0,0,25,0,PAV070
19,11,0,1.427444819,1,0,0,25,0,PAV070
19,12,0,1.331056758,1,0,0,25,0,PAV070
19,13,0,1.069706877,1,0,0,30,0,PAV070
19,14,0,1.946936351,1,0,0,30,0,PAV070
19,15,0,1.233381933,1,0,0,25,0,PAV070
19,16,1,1.197605412,0,0,0,30,0,PAV070
19,17,0,,0,3,1,25,75,PAV070
19,18,0,1.484110899,1,2,1,30,60,PAV070
19,19,0,1.4059873,1,0,0,25,0,PAV070
19,20,0,1.3642119,1,0,0,25,0,PAV070
19,21,1,2.302478679,1,2,1,30,60,PAV070
19,22,0,1.6032552,1,0,0,20,0,PAV070
19,23,0,1.479144818,1,2,1,20,40,PAV070
19,24,1,1.541016873,1,1,1,20,20,PAV070
19,25,0,1.870146631,1,1,1,25,25,PAV070
19,26,1,0.8495537,1,3,1,25,75,PAV070
19,27,0,0.947524578,1,1,1,25,25,PAV070
19,28,0,2.462052657,1,0,0,25,0,PAV070
19,29,0,1.042557742,1,0,0,25,0,PAV070
19,30,0,1.919237113,1,0,0,25,0,PAV070
19,31,0,1.001909973,1,0,0,20,0,PAV070
19,32,1,2.021346972,0,0,0,30,0,PAV070
19,33,0,0.688149358,1,3,1,30,90,PAV070
19,34,1,1.531653313,1,2,1,30,60,PAV070
19,35,0,2.132788678,1,0,0,20,0,PAV070
19,36,1,1.751613973,1,2,1,20,40,PAV070
19,37,0,1.6232627,1,0,0,30,0,PAV070
19,38,0,1.146852054,1,1,1,25,25,PAV070
19,39,0,1.162137218,1,0,0,25,0,PAV070
19,40,1,2.065295371,1,2,1,20,40,PAV070
